Tube,Volume,Intensity
Tube01,0.610567648,0.061313169
Tube01,0.357106784,0.063665045
Tube01,0.653581913,0.220611396
Tube01,0.072953311,0.062538197
Tube01,1.897899125,0.060695701
Tube01,1.082023532,0.062590696
Tube01,0.368809641,0.062035731
Tube01,0.3545729,0.056302495
Tube01,0.620332335,0.060372278
Tube01,0.920714974,0.199256011
Tube01,0.05370075,0.05928109
Tube01,0.423616281,0.166652679
Tube01,0.698601341,0.06230124
Tube01,0.497110603,0.059256057
Tube01,0.570090207,0.178651945
Tube01,0.466367418,0.058634929
Tube01,0.126711702,0.059660885
Tube01,0.507856914,0.058240704
Tube01,0.063112545,0.055912801
Tube01,0.192584724,0.071725642
Tube01,0.549767918,0.077632921
Tube01,0.139084842,0.065851861
Tube01,0.015343664,0.058885497
Tube01,0.320690291,0.063466861
Tube01,0.128103736,0.060281983
Tube01,0.763304161,0.061219484
Tube01,0.952540635,0.191158387
Tube01,0.781731673,0.06107369
Tube01,0.776135841,0.197914558
Tube01,0.752901775,0.061753021
Tube01,0.75878031,0.062429294
Tube01,0.200201694,0.061594104
Tube01,0.64337237,0.060956583
Tube01,0.066349534,0.110477803
Tube01,0.335220769,0.063378735
Tube01,0.013479552,0.055257489
Tube01,0.401520928,0.184992097
Tube01,0.661377143,0.060419675
Tube01,0.3914555,0.157098431
Tube01,0.473925461,0.184049282
Tube01,0.126700055,0.060733605
Tube01,0.895134453,0.196930358
Tube01,0.018112689,0.056640305
Tube01,0.099938761,0.061218302
Tube01,0.580104805,0.061556163
Tube01,0.389327533,0.171783017
Tube01,1.141078725,0.062391391
Tube01,0.257714843,0.060852631
Tube01,0.524370574,0.060548223
Tube01,0.537784763,0.191150788
Tube01,0.448832239,0.059242702
Tube01,0.646073348,0.061433616
Tube01,0.36675234,0.062255841
Tube01,1.258249988,0.061438459
Tube01,1.196222453,0.067214243
Tube01,0.633976416,0.223719535
Tube01,1.932006094,0.165778598
Tube01,1.586931208,0.16242292
Tube01,0.158422905,0.060261839
Tube01,0.643156518,0.06007762
Tube01,0.604228919,0.060055478
Tube01,0.214920577,0.05886356
Tube01,1.85814192,0.225416911
Tube01,0.220687769,0.062393747
Tube01,0.182927652,0.058822022
Tube01,0.859191755,0.200227693
Tube01,0.552307071,0.059372324
Tube01,1.887984147,0.060803679
Tube01,0.476337982,0.058003004
Tube01,0.463028633,0.235747481
Tube01,0.296241124,0.223689886
Tube01,0.668382078,0.059524816
Tube01,0.023120517,0.109264709
Tube01,1.062600262,0.196587672
Tube01,0.482289328,0.064203515
Tube01,0.383083636,0.058201647
Tube01,0.03233388,0.057330299
Tube01,0.439138418,0.191005305
Tube01,0.213456054,0.057037108
Tube01,0.563704322,0.185147148
Tube01,0.716323411,0.231504726
Tube01,0.09490027,0.059578682
Tube01,0.704957768,0.066680891
Tube01,0.412225649,0.058433492
Tube01,1.226572496,0.179364196
Tube01,0.532794023,0.223605577
Tube01,0.190673203,0.060814123
Tube01,0.89919271,0.062375134
Tube01,0.239847007,0.056448558
Tube01,0.370412715,0.061689988
Tube01,0.439413635,0.180412535
Tube01,0.789347721,0.061732853
Tube01,0.379894947,0.067729593
Tube01,0.02780773,0.059634342
Tube01,0.249180244,0.059517909
Tube01,0.362134653,0.206323346
Tube01,0.070831219,0.05956777
Tube01,1.671755576,0.166810369
Tube01,0.149543645,0.15104746
Tube01,0.579913512,0.061367917
Tube01,0.447391391,0.154520962
Tube01,0.150323747,0.058679184
Tube01,1.040439095,0.062310491
Tube01,0.55771536,0.169349618
Tube01,1.489832527,0.197863911
Tube01,1.182395416,0.180212336
Tube01,0.728541471,0.062490321
Tube01,0.526557065,0.061734053
Tube01,0.733504448,0.061595966
Tube01,0.730631003,0.137667612
Tube01,0.173632714,0.061526778
Tube01,0.071792288,0.060354877
Tube01,0.697708765,0.06136981
Tube01,0.469939783,0.059902757
Tube01,0.1779541,0.060694524
Tube01,0.508400231,0.149368261
Tube01,0.811862738,0.253320646
Tube01,1.163518123,0.206025254
Tube01,1.751651217,0.209715276
Tube01,0.330859073,0.062853957
Tube01,0.339123183,0.201840922
Tube01,0.788041573,0.061501461
Tube01,0.155697113,0.058535972
Tube01,0.479287742,0.061759072
Tube01,0.072997545,0.059604006
Tube01,0.771997505,0.182031973
Tube01,0.479343385,0.06327842
Tube01,0.026169869,0.059018609
Tube01,1.125360009,0.18049653
Tube01,0.291918106,0.056125011
Tube01,0.602596037,0.059545901
Tube01,0.592874994,0.059791461
Tube01,0.364853094,0.213160946
Tube01,0.625944107,0.194367485
Tube01,0.57835534,0.059272475
Tube01,0.015640862,0.057389966
Tube01,0.308281215,0.060072385
Tube01,2.634017241,0.06175809
Tube01,0.506563939,0.174857296
Tube01,0.731541241,0.19168716
Tube01,0.235997193,0.058087619
Tube01,0.378845683,0.059754195
Tube01,0.77881798,0.059659511
Tube01,0.651139081,0.059387512
Tube01,1.050445698,0.060220279
Tube01,0.133340162,0.056979998
Tube01,1.530401909,0.19226658
Tube01,0.333522219,0.058262028
Tube01,0.281729143,0.057275194
Tube01,0.046384924,0.058357927
Tube01,0.084790294,0.058359858
Tube01,0.58902658,0.063703046
Tube01,1.599189393,0.063241221
Tube01,0.047453076,0.057682156
Tube01,0.15769548,0.141409635
Tube01,0.753255648,0.061707963
Tube01,1.177083566,0.216633077
Tube01,0.533440128,0.062469362
Tube01,1.140531431,0.06303785
Tube01,1.049039988,0.12699386
Tube01,0.451738911,0.063259191
Tube01,0.150814289,0.068522819
Tube01,0.027391951,0.153446857
Tube01,0.460280377,0.059252457
Tube01,0.8117404,0.062402549
Tube01,0.012610622,0.05898313
Tube01,0.519538857,0.065008159
Tube01,0.4572256,0.223350714
Tube01,0.08556734,0.060158607
Tube01,0.039424693,0.137105228
Tube01,0.530229877,0.173182491
Tube01,1.08409573,0.144410166
Tube01,0.892870308,0.237074619
Tube01,0.542226319,0.061259485
Tube01,0.685644218,0.06200621
Tube01,0.657307677,0.253385071
Tube01,1.440733623,0.220768467
Tube01,0.181324686,0.064115407
Tube01,0.337942948,0.059743911
Tube01,0.569853388,0.222555093
Tube01,0.84530039,0.178909185
Tube01,0.659963129,0.061573496
Tube01,1.082532427,0.213410304
Tube01,0.92677097,0.061088992
Tube01,0.187301669,0.059657133
Tube01,0.317026677,0.060145864
Tube01,0.803644783,0.061362119
Tube01,0.661721436,0.060306092
Tube01,0.677586772,0.185127676
Tube01,0.404409994,0.058295439
Tube01,0.222489397,0.06057557
Tube01,0.733232682,0.203080448
Tube01,0.445206353,0.060468209
Tube01,0.51988088,0.061539922
Tube01,1.560366504,0.191207779
Tube01,0.315428807,0.060127572
Tube01,0.634327654,0.060429071
Tube01,0.96529412,0.062576443
Tube01,0.557541222,0.207378521
Tube01,0.382008161,0.061365081
Tube01,0.376995065,0.059213115
Tube01,1.034709158,0.060799092
Tube01,0.571788461,0.06046287
Tube01,0.309827261,0.058761119
Tube01,0.815854906,0.205210976
Tube01,0.389158827,0.059453405
Tube01,0.202504171,0.056257979
Tube01,0.955682528,0.227382547
Tube01,0.538754157,0.059584394
Tube01,0.483726987,0.060060642
Tube01,0.580898275,0.058320635
Tube01,0.40061336,0.056484104
Tube01,1.833983502,0.16683676
Tube01,0.326339892,0.227187249
Tube01,0.746143483,0.149554291
Tube01,0.418779296,0.056708299
Tube01,0.264960429,0.054651534
Tube01,0.094511486,0.055822632
Tube01,0.155843148,0.060413239
Tube01,0.483166106,0.06636784
Tube01,1.188199733,0.062532161
Tube01,0.918391293,0.208218925
Tube01,0.609017893,0.061405884
Tube01,0.870998058,0.061591478
Tube01,1.296046425,0.062126101
Tube01,0.650185808,0.061463733
Tube01,0.153243248,0.063449061
Tube01,0.630830879,0.064133903
Tube01,0.046837736,0.056847937
Tube01,0.609507292,0.062388938
Tube01,0.382324535,0.075134528
Tube01,0.11392146,0.062821001
Tube01,0.889428521,0.062296566
Tube01,0.195152054,0.060201947
Tube01,1.560464589,0.155254757
Tube01,0.341702641,0.059702497
Tube01,0.139871067,0.065284005
Tube01,1.056342839,0.061899443
Tube01,0.737279458,0.223484231
Tube01,0.321197935,0.060319055
Tube01,0.344942265,0.060748077
Tube01,0.772696305,0.193244947
Tube01,0.804038656,0.064543703
Tube01,0.960486734,0.061446464
Tube01,0.217546209,0.061051186
Tube01,0.614550346,0.059059012
Tube01,0.335754701,0.059949143
Tube01,0.828210949,0.065751433
Tube01,0.461271647,0.061782814
Tube01,0.474511359,0.060556376
Tube01,0.519343397,0.060440021
Tube01,0.614691273,0.202629278
Tube01,1.227466526,0.224280165
Tube01,0.753881167,0.23686672
Tube01,0.933705221,0.061045022
Tube01,0.725227253,0.208527691
Tube01,0.966131646,0.211515151
Tube01,0.527113098,0.194997799
Tube01,0.130480131,0.058309539
Tube01,0.133989925,0.059180548
Tube01,0.466443991,0.060562174
Tube01,0.235337714,0.058223848
Tube01,0.548029998,0.060194812
Tube01,0.623734342,0.061154324
Tube01,0.197406572,0.064656612
Tube01,0.505086258,0.060511083
Tube01,0.494640452,0.066100608
Tube01,0.671764241,0.060103449
Tube01,0.444224621,0.058338527
Tube01,0.490476856,0.203895687
Tube01,0.638755412,0.199612575
Tube01,0.684633452,0.207766474
Tube01,0.222963942,0.058469528
Tube01,0.86935502,0.215782793
Tube01,1.020679286,0.211853636
Tube01,0.55971148,0.061093
Tube01,0.705288931,0.226895203
Tube01,0.543808651,0.058092687
Tube01,0.670366326,0.188213055
Tube01,1.663925043,0.18710365
Tube01,0.283452394,0.148770781
Tube01,0.173364115,0.05674006
Tube01,1.206146265,0.208737234
Tube01,0.118363967,0.0570078
Tube01,0.933462842,0.202745415
Tube01,0.104197906,0.057185759
Tube01,0.3427982,0.058278014
Tube01,0.822466114,0.277289712
Tube01,0.305280833,0.060429244
Tube01,0.494674099,0.061552102
Tube01,0.313271137,0.062752543
Tube01,0.699069305,0.061386131
Tube01,0.569610829,0.061754733
Tube01,0.692106144,0.242993746
Tube01,0.887348032,0.063206894
Tube01,0.349951027,0.061434187
Tube01,0.700134098,0.060515064
Tube01,0.270156267,0.060288504
Tube01,1.135429017,0.062454759
Tube01,0.933310841,0.062296542
Tube01,0.920274729,0.062484894
Tube01,0.234979327,0.09677195
Tube01,0.338200602,0.060606226
Tube01,1.732984629,0.061826933
Tube01,1.605391549,0.233091957
Tube01,0.357625774,0.064592343
Tube01,0.659866085,0.060931579
Tube01,1.477471651,0.186723737
Tube01,0.643058408,0.070036292
Tube01,0.26809401,0.061076194
Tube01,0.041390729,0.05966317
Tube01,1.459112462,0.182422419
Tube01,0.134094464,0.059083453
Tube01,0.413774277,0.178672646
Tube01,0.349145147,0.059560026
Tube01,1.149887228,0.185029228
Tube01,0.252228018,0.060748765
Tube01,1.160662696,0.062056023
Tube01,0.938040752,0.061197365
Tube01,0.18126989,0.057463802
Tube01,0.956024318,0.060492637
Tube01,0.376692359,0.05931679
Tube01,1.339257305,0.061554262
Tube01,0.586016704,0.059669274
Tube01,0.545184908,0.05828893
Tube01,0.059195421,0.055652662
Tube01,0.307876523,0.05786263
Tube01,0.301480743,0.059248357
Tube01,0.230878109,0.056683609
Tube01,0.337667963,0.057637457
Tube01,0.81200082,0.060185993
Tube01,1.689680443,0.194087731
Tube01,0.649930866,0.060834266
Tube01,0.609551583,0.224676288
Tube01,0.416677284,0.058556173
Tube01,0.560133911,0.059111892
Tube01,0.84517807,0.193990887
Tube01,0.114125332,0.057985085
Tube01,0.827934578,0.060218225
Tube01,1.870277216,0.17743525
Tube01,0.551924465,0.059581537
Tube01,0.734640607,0.059456559
Tube01,0.631349899,0.209053766
Tube01,0.577686743,0.060549445
Tube01,0.859121031,0.192698518
Tube01,0.500922267,0.066332333
Tube01,0.347374732,0.0597842
Tube01,0.421489133,0.061336501
Tube01,0.611025535,0.247808744
Tube01,0.696282773,0.061424144
Tube01,0.406674421,0.06270616
Tube01,0.081610077,0.05832497
Tube01,0.342390684,0.208196221
Tube01,0.383136982,0.179253837
Tube01,0.637268236,0.062112146
Tube01,0.79296247,0.234354359
Tube01,0.370349921,0.060125016
Tube01,0.970573183,0.061450344
Tube01,1.997469684,0.063792835
Tube01,1.154983702,0.237198347
Tube01,0.893790616,0.062152992
Tube01,0.212877959,0.064916325
Tube01,0.852828871,0.233496121
Tube01,0.064182271,0.057300916
Tube01,0.38259256,0.062290837
Tube01,1.509024977,0.222711262
Tube01,0.749800246,0.06186366
Tube01,0.593023349,0.060990169
Tube01,2.135019747,0.240307174
Tube01,0.987913406,0.208329792
Tube01,1.27409714,0.062264922
Tube01,0.61856752,0.060795643
Tube01,0.246299259,0.062644227
Tube01,0.453049824,0.060028556
Tube01,0.691958796,0.248440688
Tube01,0.108113072,0.085845438
Tube01,0.491899374,0.062862939
Tube01,0.603692006,0.06179911
Tube01,1.198810148,0.2516196
Tube01,1.059834924,0.061147808
Tube01,0.016542011,0.057253224
Tube01,0.703990544,0.235207564
Tube01,1.164152639,0.06386464
Tube01,0.57490334,0.060865877
Tube01,0.121244156,0.077252377
Tube01,1.005207853,0.247343687
Tube01,0.715572205,0.249059587
Tube01,0.287182916,0.05926705
Tube01,0.062574455,0.062204916
Tube01,0.798880945,0.06088451
Tube01,0.670282428,0.065298215
Tube01,1.205029597,0.061083242
Tube01,0.831890938,0.067415807
Tube01,0.028030024,0.058933998
Tube01,0.203289697,0.056429569
Tube01,0.469445244,0.059674839
Tube01,0.400228241,0.058612246
Tube01,0.372630306,0.05960799
Tube01,0.506078238,0.059480338
Tube01,0.238315551,0.057183003
Tube01,0.642867541,0.061787102
Tube01,0.435710874,0.059380899
Tube01,0.743166566,0.203918871
Tube01,0.587764671,0.226170661
Tube01,0.367023571,0.05807514
Tube01,0.919417439,0.060352476
Tube01,0.652896169,0.058754912
Tube01,0.171425981,0.056029133
Tube01,0.691865908,0.059081725
Tube01,0.714172861,0.058768187
Tube01,1.042962906,0.201919117
Tube01,0.651243066,0.058621129
Tube01,0.327158612,0.07838418
Tube01,0.393134038,0.060320851
Tube01,0.230744237,0.05856774
Tube01,1.127040637,0.20423457
Tube01,0.440502211,0.060014792
Tube01,1.022869462,0.239943703
Tube01,0.325705422,0.066565917
Tube01,0.432052311,0.063313082
Tube01,0.335080923,0.059857647
Tube01,0.022424019,0.053013799
Tube01,1.30703585,0.25352051
Tube01,0.894150675,0.312800378
Tube01,0.845277458,0.061300023
Tube01,0.306014858,0.063419362
Tube01,0.474822279,0.064233252
Tube01,0.570576144,0.228766063
Tube01,0.948244256,0.062001788
Tube01,0.84178973,0.243340276
Tube01,0.721699743,0.262674055
Tube01,0.315873102,0.058898757
Tube01,0.369854196,0.061032011
Tube01,0.52945435,0.214288654
Tube01,0.390687281,0.070310228
Tube01,1.525997464,0.209922793
Tube01,0.13798207,0.06296559
Tube01,0.871946732,0.062222524
Tube01,0.303142947,0.189725993
Tube01,0.810864822,0.061526278
Tube01,0.915964581,0.061691276
Tube01,0.196906921,0.057339712
Tube01,0.694497098,0.060636553
Tube01,0.43124517,0.061912277
Tube01,0.085358774,0.060460333
Tube01,0.053809502,0.056554324
Tube01,0.717113094,0.060464402
Tube01,0.949029656,0.217243881
Tube01,0.183910175,0.06196147
Tube01,1.221509953,0.250657978
Tube01,0.544774896,0.060481898
Tube01,0.83053549,0.065011514
Tube01,0.378170329,0.252613769
Tube01,1.640043463,0.062170208
Tube01,0.030873684,0.058926513
Tube01,0.082128298,0.060061345
Tube01,0.345393462,0.233924782
Tube01,0.287447125,0.063648196
Tube01,0.911430763,0.299040793
Tube01,0.607163697,0.060364513
Tube01,0.581629377,0.060545168
Tube01,0.021326865,0.059328167
Tube01,1.087358713,0.061547907
Tube01,0.980189462,0.06199048
Tube01,0.040055641,0.057785172
Tube01,0.203530668,0.065320199
Tube01,0.626035611,0.166273789
Tube01,0.219667169,0.216584452
Tube01,0.518999435,0.202296198
Tube01,2.72195921,0.226571184
Tube01,1.214023393,0.24762826
Tube01,0.599465239,0.063583887
Tube01,0.058483499,0.059838355
Tube01,0.417411038,0.060392345
Tube01,0.273849718,0.057764212
Tube01,0.443932068,0.063334366
Tube01,0.600771703,0.22095925
Tube01,0.473022278,0.207582581
Tube01,0.196011242,0.059834762
Tube01,0.595197801,0.059360645
Tube01,0.171480481,0.060730922
Tube01,0.173151455,0.055311128
Tube01,0.748605578,0.059869497
Tube01,1.411303221,0.060389027
Tube01,0.326276707,0.076780854
Tube01,0.386178039,0.059800433
Tube01,0.438871153,0.058582727
Tube01,1.138358746,0.235091796
Tube01,0.089415946,0.058990006
Tube01,0.012551291,0.051463048
Tube01,0.163547121,0.062438941
Tube01,0.054235147,0.059983886
Tube01,1.450038056,0.248389951
Tube01,0.026922095,0.062797324
Tube01,0.454669537,0.222509798
Tube01,0.568865106,0.061194126
Tube01,0.466224963,0.238522812
Tube01,0.237056212,0.218593698
Tube01,0.259026425,0.060723373
Tube01,0.316515686,0.060173312
Tube01,1.409542731,0.241382908
Tube01,0.105416165,0.056509714
Tube01,0.211999403,0.065094288
Tube01,0.836447835,0.062006267
Tube01,0.462530102,0.075332075
Tube01,0.445800507,0.231351887
Tube01,1.182746603,0.230953258
Tube01,0.261367398,0.059899774
Tube01,0.441745656,0.060707307
Tube01,0.463956464,0.249463094
Tube01,0.219662528,0.06099913
Tube01,0.721580488,0.064019323
Tube01,1.09267366,0.062480052
Tube01,0.394422856,0.218815067
Tube01,0.725734344,0.061011212
Tube01,0.824726198,0.246068227
Tube01,1.252817234,0.061942418
Tube01,0.942688225,0.285381626
Tube01,1.003557782,0.209094742
Tube01,0.24296733,0.060677575
Tube01,0.137583729,0.062890064
Tube01,1.062354378,0.067566656
Tube01,0.630780507,0.236549769
Tube01,1.196741408,0.062180894
Tube01,1.627404389,0.062495285
Tube01,0.663960447,0.061484753
Tube01,0.162953801,0.19744947
Tube01,0.712464676,0.062843135
Tube01,0.016380517,0.057573718
Tube01,0.090500486,0.063369484
Tube01,0.522937681,0.189792574
Tube01,0.272979759,0.061846225
Tube01,0.020219736,0.057348214
Tube01,0.338029564,0.239015337
Tube01,0.301184216,0.060514593
Tube01,0.605296502,0.209826089
Tube01,0.100554614,0.064091191
Tube01,0.200571652,0.179486464
Tube01,0.734874202,0.063161986
Tube01,0.414697488,0.063384334
Tube01,0.941936701,0.262839181
Tube01,0.848532401,0.060508607
Tube01,0.017709716,0.055705966
Tube01,0.549541663,0.24852586
Tube01,0.778047683,0.060483391
Tube01,0.335466648,0.06056093
Tube01,0.299772082,0.057589249
Tube01,0.912254515,0.242194956
Tube01,0.608540037,0.24036861
Tube01,0.056336284,0.058227077
Tube01,0.202841207,0.20311998
Tube01,0.432881225,0.240873398
Tube01,0.379009575,0.060168078
Tube01,0.415741424,0.205109861
Tube01,0.932529515,0.21075304
Tube01,0.182478175,0.062237962
Tube01,0.612603462,0.060974498
Tube01,0.403747871,0.059648936
Tube01,0.949129588,0.060278838
Tube01,0.52914353,0.058430938
Tube01,0.378876424,0.061089952
Tube01,0.318490994,0.060141442
Tube01,0.421046516,0.05774157
Tube01,0.650530314,0.059859705
Tube01,0.195179509,0.055765861
Tube01,0.050966857,0.057679951
Tube01,0.241620449,0.055998751
Tube01,0.551804738,0.217855164
Tube01,0.496573615,0.060214047
Tube01,0.086787888,0.067900845
Tube01,0.221900735,0.060311737
Tube01,0.747635693,0.062064803
Tube01,0.313048185,0.235549996
Tube01,0.911593274,0.062324715
Tube01,0.103356285,0.057814926
Tube01,0.274032253,0.103876237
Tube01,0.217325765,0.060363157
Tube01,0.396187033,0.228378513
Tube01,0.224536619,0.084114738
Tube01,0.685402132,0.254553844
Tube01,0.435262247,0.064734049
Tube01,0.399065638,0.060568522
Tube01,0.29732893,0.058564696
Tube01,1.501562058,0.249274468
Tube01,1.153156379,0.06324123
Tube01,0.657440267,0.311135373
Tube01,2.085630238,0.233975667
Tube01,0.063570961,0.059840688
Tube01,0.511159227,0.066415165
Tube01,0.710672303,0.064756795
Tube01,0.588810694,0.06175829
Tube01,0.134517338,0.061611842
Tube01,0.110367147,0.0597898
Tube01,0.502294143,0.06264419
Tube01,0.520347472,0.07081976
Tube01,0.329245638,0.061701821
Tube01,0.131720135,0.201243381
Tube01,1.292639141,0.269952587
Tube01,0.359127181,0.269593047
Tube01,0.558690848,0.058428306
Tube01,0.461225343,0.192303205
Tube01,0.52797987,0.061089182
Tube01,0.180316162,0.063201295
Tube01,0.341206437,0.061131498
Tube01,0.705990036,0.254190414
Tube01,0.736270799,0.237199712
Tube01,0.429227661,0.237217227
Tube01,0.033135454,0.059268704
Tube01,0.63541299,0.063599854
Tube01,1.411388775,0.222766748
Tube01,0.654177437,0.219298393
Tube01,0.320204423,0.060911868
Tube01,0.145139794,0.067292898
Tube01,0.161370715,0.05747431
Tube01,0.838064633,0.189277981
Tube01,0.145860592,0.068436842
Tube01,1.208148743,0.291597549
Tube01,0.078535865,0.056198481
Tube01,0.511126535,0.065711146
Tube01,0.997486599,0.280928137
Tube01,2.764991476,0.251463545
Tube01,0.131748128,0.063147658
Tube01,0.273074832,0.062081784
Tube01,0.162089142,0.067967402
Tube01,0.286296301,0.05946408
Tube01,0.653978503,0.060154605
Tube01,0.204820458,0.059952867
Tube01,0.141597776,0.061292598
Tube01,0.625650778,0.059905437
Tube01,0.211352629,0.057975856
Tube01,0.136157068,0.081069412
Tube01,0.83091629,0.06013923
Tube01,0.704730371,0.062572103
Tube01,0.341207802,0.062086768
Tube01,1.245122237,0.06080862
Tube01,0.086794129,0.05831717
Tube01,1.118241642,0.235946401
Tube01,0.312943662,0.065508539
Tube01,0.551139463,0.211738496
Tube01,0.505594836,0.059962821
Tube01,0.307097801,0.056620618
Tube01,0.401932133,0.204622722
Tube01,0.231071503,0.058705347
Tube01,0.459374615,0.064516377
Tube01,0.264379666,0.245000949
Tube01,0.074792248,0.058877074
Tube01,0.248349867,0.061317978
Tube01,0.228435233,0.061196332
Tube01,0.937694123,0.062374253
Tube01,0.216756265,0.058692972
Tube01,1.48840335,0.258220767
Tube01,0.6840598,0.062056327
Tube01,1.054334116,0.238426729
Tube01,0.152522236,0.060778386
Tube01,1.461018527,0.251569792
Tube01,0.598813227,0.062014897
Tube01,0.816536915,0.061992461
Tube01,0.108399611,0.061290159
Tube01,0.544031253,0.06124485
Tube01,0.731027407,0.061511133
Tube01,0.425213341,0.068296024
Tube01,0.079757796,0.062191699
Tube01,0.51727739,0.060659395
Tube01,0.745812979,0.061427002
Tube01,2.322288406,0.24902205
Tube01,0.423408502,0.242403848
Tube01,0.138511546,0.058931654
Tube01,0.789903503,0.247230607
Tube01,0.908632951,0.243069067
Tube01,1.198089859,0.258047078
Tube01,0.116346066,0.062977803
Tube01,0.486447938,0.059840656
Tube01,0.427880721,0.061553911
Tube01,0.185075198,0.062421736
Tube01,0.179103446,0.061271665
Tube01,0.157009093,0.062520138
Tube01,1.376675926,0.234200765
Tube01,0.259144961,0.06140105
Tube01,1.146975537,0.240231661
Tube01,1.679038256,0.227594369
Tube01,0.838657245,0.064515079
Tube01,1.278031389,0.062037642
Tube01,0.342023391,0.061256447
Tube01,0.178937645,0.120384815
Tube01,0.326192663,0.060169729
Tube01,0.876618187,0.060862357
Tube01,0.751650255,0.213160625
Tube01,0.742759261,0.060403996
Tube01,0.737275844,0.060616293
Tube01,0.850880294,0.06137136
Tube01,0.552423259,0.06342091
Tube01,0.191903167,0.055580648
Tube01,0.114964964,0.058906579
Tube01,0.24120878,0.099578948
Tube01,0.140040614,0.08330865
Tube01,2.549931832,0.213905687
Tube01,0.949208679,0.060240002
Tube01,0.2020637,0.065097293
Tube01,0.686680155,0.059596684
Tube01,1.319336349,0.230817034
Tube01,1.018975335,0.231519679
Tube01,0.965927286,0.060127775
Tube01,0.273703556,0.194931545
Tube01,0.274543616,0.059337773
Tube01,0.029619677,0.055081851
Tube01,0.556992761,0.059094892
Tube01,0.622366047,0.232664923
Tube01,0.875672275,0.217249233
Tube01,0.374794418,0.059877257
Tube01,0.51186846,0.058706589
Tube01,0.772304971,0.059437887
Tube01,0.308321329,0.059469624
Tube01,1.253851584,0.256650413
Tube01,0.489953775,0.0611019
Tube01,0.621562201,0.186358733
Tube01,1.289099203,0.26102142
Tube01,0.760366492,0.19201766
Tube01,0.152280169,0.056544113
Tube01,0.821590227,0.256582595
Tube01,0.466885719,0.062016529
Tube01,0.151930545,0.110445387
